Connectivity,Predictor,Beta,SE,tValue,rValue,R2,Pvalue,adjPvalue
IC6/IC13,257,0.719183443995663,3.28710173879239,0.218789529848831,0.0125474522953163,0.0273001901723858,0.826986977066116,0.94894766959191
IC6/IC27,271,-3.74160787580645,3.16067828155144,-1.18379902745744,-0.0677395771262106,0.0323755685802498,0.237582160286811,0.66523004880307
IC6/IC29,273,-3.25237056793899,3.23884610552844,-1.0041757039297,-0.0574981447072481,0.0309073251768713,0.316234794158141,0.694661004732943
IC6/IC30,274,-5.95664248559381,3.21132398621283,-1.85488680406196,-0.10578809547574,0.0399229954684855,0.0647531603736987,0.371383215576289
IC7/IC27,317,-5.65438394441361,3.86379088527666,-1.46342908099922,-0.08363931930685,0.035128986841564,0.144567235507995,0.578268942031979
IC15/IC25,647,0.0166392361502279,3.26804452280907,0.00509149616356069,0.000292017319764846,0.0271198149431714,0.995941525965589,0.995941525965589
IC17/IC48,743,-6.06621040550118,3.44658713781133,-1.76006297329635,-0.100436099617646,0.0386625542888277,0.0795821176234904,0.371383215576289
IC20/IC25,822,-2.27342438024441,3.22628024212485,-0.704658061181666,-0.0403819457842654,0.0289885115357875,0.481658656207519,0.793320139635914
IC21/IC25,854,1.1938269008514,4.2869497414779,0.278479332122945,0.0159698482535499,0.0274120618132768,0.780867491085677,0.94894766959191
IC21/IC28,857,0.44519779830596,4.16980129059331,0.106767149626599,0.00612340119133041,0.0271627000991124,0.915056681392199,0.94894766959191
IC22/IC48,908,-1.8204289308952,3.50884843366385,-0.518810933362077,-0.0297426834259083,0.0281336404432087,0.604337299085143,0.841294981201731
IC23/IC25,915,-4.10796737523137,4.20574219936867,-0.976752064320068,-0.0559328744652894,0.0307040256607111,0.329606860835079,0.694661004732943
IC23/IC28,918,2.34891301164692,3.97672169601927,0.59066567670506,0.033857577151171,0.0284335384296485,0.555261499869082,0.818280105070226
IC25/IC45,992,-0.581332409316003,4.05527183477812,-0.143352266629941,-0.0082215384865592,0.0271972015828225,0.886123877238387,0.94894766959191
IC25/IC49,996,-6.51098352132386,3.56594173789988,-1.82588051064413,-0.104151891630298,0.0395307652788313,0.0690240738878068,0.371383215576289
IC26/IC32,1006,-4.00742487327057,4.48243486948286,-0.894028578207296,-0.0512087798551527,0.0301244034367085,0.372139823964077,0.694661004732943
IC27/IC31,1031,-0.876663241026964,3.81667319956266,-0.229693032436578,-0.0131726558994566,0.027318622573685,0.818512305088635,0.94894766959191
IC27/IC45,1045,-2.71016947262401,2.99771034483011,-0.904079834563737,-0.0517829673578444,0.0301921299708071,0.366796462031222,0.694661004732943
IC28/IC36,1061,-5.3384361726545,2.50148541556859,-2.13410645508044,-0.121492704607996,0.0439958231162345,0.0337771244815946,0.371383215576289
IC28/IC41,1066,1.69736622517447,3.52931462299503,0.480933667436556,0.0275729501741392,0.0279911238726704,0.630971235901298,0.841294981201731
IC28/IC45,1070,4.67669761437339,4.4449673437653,1.05213317729614,0.0602344072562612,0.031276159081999,0.293722869458047,0.694661004732943
IC32/IC35,1150,-3.01488682068957,3.65484645333376,-0.82490108933018,-0.0472584610059728,0.029678889501681,0.410189768603592,0.717832095056285
IC33/IC41,1176,-4.84214222994293,3.75518475026516,-1.28945512723469,-0.0737539041828978,0.0333493479917424,0.198394671310151,0.66523004880307
IC34/IC45,1199,0.627068204940604,3.75020729197026,0.167208945031718,0.00958964973940712,0.027225134431779,0.867336627528275,0.94894766959191
IC38/IC41,1261,-4.35782900779984,3.63893575023922,-1.19755590834858,-0.0685231009335887,0.0324977552440446,0.232189028663088,0.66523004880307
IC41/IC49,1308,8.88777251216006,3.53063380000604,2.51733060283535,0.142897130994635,0.0504425893895077,0.0124313620473321,0.348078137325298
IC41/IC51,1310,5.41724433107105,3.04278118561119,1.78035948055953,0.101582413960126,0.0389270566159506,0.0761939020418888,0.371383215576289
IC42/IC45,1315,2.21219245709265,3.43512290593427,0.643992229003224,0.0369103189503897,0.0286810784394509,0.520152551235356,0.809126190810554
