Connectivity,Predictor,Beta,SE,tValue,rValue,R2,Pvalue,adjPvalue
IC5/IC40,237,-1.307728196,3.285243093,-0.398061318,-0.022824435,0.027716853,0.690914173,0.941249491
IC6/IC42,286,0.169108645,2.971857336,0.056903352,0.003263614,0.027131927,0.954666228,0.982037901
IC7/IC8,298,3.695246794,4.351175435,0.849252541,0.048650297,0.029831788,0.396528102,0.838287682
IC7/IC9,299,8.384388341,3.35748754,2.497220985,0.141778638,0.050080209,0.013140968,0.334565203
IC7/IC10,300,10.71151008,3.299778138,3.246130385,0.183033186,0.065295381,0.001324596,0.173522051
IC7/IC11,301,7.089054501,3.342257951,2.121037515,0.120759585,0.043793294,0.034872558,0.334565203
IC7/IC13,303,8.305995126,3.568095942,2.327850837,0.132337138,0.047133205,0.02069375,0.334565203
IC7/IC17,307,7.607969767,3.544066554,2.146678019,0.122197736,0.044191737,0.03275144,0.334565203
IC7/IC29,319,-5.737347182,3.246670833,-1.767147788,-0.100836284,0.038754555,0.078385674,0.410740932
IC7/IC30,320,-5.120334143,3.207816895,-1.596205242,-0.091167402,0.036633415,0.111667095,0.436943961
IC7/IC34,324,-4.622606574,3.444494274,-1.342027655,-0.076743568,0.033864088,0.180766859,0.544378357
IC8/IC10,345,4.273779979,3.132846511,1.364184285,0.078002943,0.034087015,0.173698397,0.535399766
IC8/IC12,347,4.058596659,3.390560474,1.197028247,0.06849305,0.032493043,0.232394263,0.676525522
IC8/IC16,351,-0.711765536,3.061205174,-0.232511542,-0.013334266,0.027323533,0.81632506,0.971186178
IC8/IC29,364,0.658302879,3.407442854,0.193195574,0.011079846,0.027260442,0.846957807,0.971186178
IC8/IC30,365,-6.559732665,2.983879643,-2.198390502,-0.125095891,0.045008851,0.028809575,0.334565203
IC8/IC31,366,-1.329919774,3.280990152,-0.405340983,-0.02324162,0.027738879,0.685562798,0.941249491
IC8/IC40,375,2.297515239,4.064107265,0.565318553,0.032406213,0.028323335,0.572348377,0.923374751
IC8/IC48,383,-2.841804879,3.116822687,-0.911763409,-0.052221864,0.030244407,0.362744402,0.810235662
IC8/IC52,387,7.647991274,4.051049814,1.887903538,0.107649477,0.040376579,0.060161034,0.394054774
IC9/IC13,392,-4.244474937,3.748737005,-1.13224132,-0.064802002,0.031929939,0.25858419,0.705719351
IC9/IC18,397,2.7250865,3.129695402,0.870719399,0.049877027,0.029970222,0.384716823,0.833023205
IC9/IC28,407,-1.356735324,3.599949122,-0.37687625,-0.021610288,0.027655018,0.706575356,0.941249491
IC9/IC29,408,3.643725962,3.786035244,0.962412056,0.055114219,0.030599927,0.336743798,0.780768805
IC9/IC34,413,-4.977379815,3.135388608,-1.587484181,-0.090673405,0.036530743,0.113627783,0.436943961
IC9/IC48,427,-5.069460505,3.094684072,-1.638118912,-0.093540625,0.037134391,0.102615844,0.436943961
IC10/IC11,433,-1.193057543,3.656083936,-0.326321158,-0.018712525,0.027521093,0.744445926,0.941249491
IC10/IC12,434,-6.387345832,4.074358701,-1.567693544,-0.089552131,0.036299758,0.11817831,0.442324531
IC10/IC13,435,-2.989258674,3.293439944,-0.907640256,-0.051986347,0.0302163,0.364915298,0.810235662
IC10/IC28,450,1.581917591,3.786529041,0.417775111,0.02395417,0.027777422,0.676459026,0.941249491
IC10/IC29,451,7.307478682,4.040257892,1.808666397,0.103180467,0.039300766,0.07166697,0.402214613
IC10/IC30,452,-2.026194141,3.737225618,-0.542165325,-0.031080292,0.028226873,0.588172578,0.928320575
IC10/IC32,454,-8.184777834,3.230689269,-2.533446318,-0.143793089,0.050734895,0.011887542,0.334565203
IC10/IC34,456,-5.977604347,3.577494395,-1.670891324,-0.095395146,0.037534777,0.095955685,0.436943961
IC10/IC40,462,2.86647186,4.348887137,0.659127673,0.037776581,0.028755208,0.510401641,0.916531186
IC10/IC43,465,-6.347447684,2.880719305,-2.203424566,-0.125377848,0.045089358,0.028448753,0.334565203
IC11/IC12,476,-2.709661209,4.178422294,-0.648489075,-0.0371677,0.028702924,0.517245434,0.916531186
IC11/IC13,477,-6.494320833,3.581890246,-1.81309878,-0.103430623,0.03935979,0.070978616,0.402214613
IC11/IC18,482,1.891629115,3.03959563,0.622329199,0.035670313,0.028577956,0.534275035,0.920363327
IC11/IC20,484,0.943862232,2.694534141,0.350287724,0.020086326,0.027582187,0.726408584,0.941249491
IC11/IC24,488,2.769608452,2.645859736,1.046770701,0.059928512,0.031234077,0.296185015,0.734963649
IC11/IC29,493,2.631890483,3.613400207,0.728369495,0.041738452,0.029116133,0.467048005,0.886714328
IC11/IC30,494,-5.046321231,3.181859523,-1.585966066,-0.090587405,0.036512926,0.113971859,0.436943961
IC11/IC48,512,-6.017355629,2.999373267,-2.006204328,-0.114309489,0.04206373,0.045878175,0.343430914
IC12/IC13,518,-1.330275726,3.237069664,-0.410950602,-0.023563089,0.027756124,0.681449876,0.941249491
IC12/IC28,533,1.168766625,3.533996952,0.330720892,0.018964733,0.027531984,0.741123743,0.941249491
IC12/IC32,537,-3.444914785,3.227401446,-1.067395811,-0.061104951,0.031397089,0.286790893,0.734963649
IC12/IC34,539,-7.929230353,3.370496705,-2.352540604,-0.133715771,0.04755103,0.019397292,0.334565203
IC12/IC43,548,-5.253758184,3.070637827,-1.710966411,-0.097661558,0.03803469,0.088289256,0.436943961
IC12/IC46,551,1.020535801,3.163367978,0.322610524,0.018499816,0.02751202,0.747251504,0.941249491
IC13/IC16,561,5.823931029,2.991963536,1.946524735,0.110951559,0.041200537,0.052677131,0.363194958
IC13/IC29,574,2.378471486,3.352390091,0.709485299,0.040658125,0.029014153,0.478664051,0.895860961
IC13/IC31,576,1.603974302,3.336136322,0.480787998,0.027564605,0.027990597,0.631074633,0.941249491
IC13/IC34,579,-6.660930446,3.19123995,-2.087254656,-0.118863576,0.043275136,0.037846564,0.334565203
IC13/IC44,589,-0.947068123,3.481094294,-0.272060462,-0.015601838,0.027398744,0.785793121,0.958212008
IC13/IC51,596,0.063847444,3.693709848,0.017285452,0.000991388,0.027120844,0.986222251,0.993808576
IC13/IC53,598,-0.68511404,3.530653161,-0.194047393,-0.011128692,0.027261686,0.846291469,0.971186178
IC14/IC17,601,1.427266946,3.710296744,0.384677303,0.022057389,0.027677396,0.700793411,0.941249491
IC14/IC20,604,4.638827913,3.188026826,1.455078067,0.083165345,0.03503858,0.146863251,0.496899936
IC14/IC21,605,-0.142626276,3.260583537,-0.043742561,-0.0025088,0.027126932,0.965143448,0.982037901
IC14/IC22,606,1.904609288,3.394812042,0.561035269,0.032160934,0.028305187,0.575260429,0.923374751
IC14/IC23,607,-0.290701513,3.279135132,-0.088651886,-0.005084469,0.027149352,0.929427346,0.974039859
IC14/IC24,608,5.353794029,3.33480747,1.605428222,0.091689758,0.036742583,0.109622876,0.436943961
IC14/IC28,612,-4.860929825,3.002298266,-1.619069591,-0.092462215,0.036905158,0.106654019,0.436943961
IC14/IC29,613,7.342133567,3.46275726,2.120314251,0.120719006,0.04378212,0.034934063,0.334565203
IC14/IC30,614,-0.497519686,3.770244449,-0.13195953,-0.007568181,0.027185376,0.895119152,0.971186178
IC14/IC31,615,1.989653423,3.403921154,0.58451807,0.033505588,0.028406368,0.559382584,0.921749917
IC14/IC32,616,-2.39570748,2.814428465,-0.85122344,-0.048762934,0.029844355,0.395434602,0.838287682
IC14/IC34,618,-3.489613321,3.712892749,-0.939863755,-0.053826737,0.030439312,0.348166547,0.793214219
IC14/IC51,635,7.255499497,3.89876064,1.860975876,0.106131463,0.040006077,0.063885033,0.394461683
IC15/IC19,641,2.291967834,3.083340622,0.743339162,0.042594732,0.029198861,0.457952721,0.875792795
IC15/IC22,644,-1.024700141,3.636544038,-0.28177856,-0.016158999,0.027419028,0.778339196,0.958212008
IC15/IC24,646,-6.189261098,3.49460695,-1.771089335,-0.101058901,0.038805891,0.077726448,0.410740932
IC15/IC29,651,7.971273248,3.997537758,1.994045768,0.113625689,0.041885884,0.047199582,0.343508072
IC15/IC30,652,1.004841501,3.674301593,0.273478231,0.015683123,0.027401659,0.784704421,0.958212008
IC15/IC40,662,9.039950058,3.35264733,2.696361761,0.152830231,0.05378382,0.007471514,0.279648099
IC15/IC42,664,5.750769491,3.801773595,1.512654383,0.086432014,0.035672048,0.131591423,0.465904769
IC15/IC46,668,1.821225138,3.288704721,0.553781897,0.031745562,0.028274769,0.58020774,0.923374751
IC16/IC20,679,-0.459213034,3.357022583,-0.136791762,-0.007845304,0.027190272,0.891302078,0.971186178
IC16/IC21,680,-1.62236877,3.485311434,-0.465487461,-0.026688028,0.027936095,0.641975095,0.941249491
IC16/IC23,682,-1.351924999,3.665915129,-0.368782405,-0.021146392,0.027632285,0.712592362,0.941249491
IC16/IC28,687,-3.358089419,3.362715636,-0.998624261,-0.057181317,0.030865723,0.318912415,0.770633532
IC16/IC29,688,-0.4619112,3.509190538,-0.131628988,-0.007549225,0.027185047,0.895380343,0.971186178
IC16/IC33,692,0.859179416,4.196785221,0.204723228,0.011740873,0.027277734,0.837949785,0.971186178
IC16/IC36,695,-0.560996167,3.630572005,-0.15452005,-0.008861985,0.027209743,0.877320511,0.971186178
IC16/IC38,697,2.864522489,4.379948935,0.654008193,0.037483582,0.028729943,0.513689038,0.916531186
IC16/IC48,707,-0.63414662,3.532514751,-0.179517048,-0.010295463,0.027241223,0.857672637,0.971186178
IC16/IC50,709,1.874757067,3.653773865,0.513101559,0.029415658,0.02811147,0.608319345,0.93752746
IC17/IC19,714,0.130904348,2.892378893,0.045258368,0.002595737,0.027127441,0.963936381,0.982037901
IC17/IC22,717,-6.586508641,3.906804571,-1.685906864,-0.096244512,0.03772076,0.093022659,0.436943961
IC17/IC30,725,-1.931496063,3.499906804,-0.551870713,-0.031636113,0.028266819,0.581514633,0.923374751
IC17/IC42,737,-2.860998955,3.663209098,-0.781008913,-0.044749061,0.029414418,0.435513286,0.845218377
IC18/IC25,755,4.746150607,3.369751343,1.40845722,0.080518278,0.034543077,0.16019965,0.524653854
IC18/IC31,761,0.332804398,3.463670997,0.096084299,0.005510729,0.027154529,0.923528213,0.971744545
IC18/IC40,770,2.444423995,3.773828148,0.647730607,0.037124289,0.028699229,0.517735174,0.916531186
IC18/IC42,772,0.412186007,3.884810974,0.106101947,0.006085251,0.027162166,0.915583916,0.971186178
IC18/IC47,777,-0.170271885,3.448765881,-0.049371831,-0.002831657,0.027128909,0.960661176,0.982037901
IC19/IC22,786,0.033506201,3.377031469,0.009921791,0.000569054,0.027120088,0.992091354,0.99589247
IC19/IC31,795,-1.3773788,3.271541785,-0.421018251,-0.024140016,0.027787666,0.674092262,0.941249491
IC19/IC42,806,0.657717162,2.897022681,0.227032107,0.013020081,0.027314042,0.820578565,0.971186178
IC19/IC43,807,1.630397365,3.322202679,0.490757947,0.028135756,0.028027055,0.624014802,0.941249491
IC19/IC48,812,-3.671189089,3.153883772,-1.164021681,-0.066612938,0.03220233,0.245490521,0.699114309
IC20/IC22,819,-0.996187985,3.27933295,-0.303777628,-0.017420198,0.02746757,0.761542154,0.950114496
IC20/IC30,827,6.041217771,3.36398552,1.7958513,0.102457095,0.039130886,0.073688173,0.402214613
IC20/IC42,839,0.149502477,3.615109649,0.041354894,0.002371859,0.027126166,0.967044956,0.982037901
IC20/IC47,844,-4.252367406,3.784583914,-1.123602357,-0.064309617,0.031857171,0.262226153,0.70828095
IC21/IC22,851,-1.38607135,4.714138216,-0.294024334,-0.016861055,0.027445599,0.768975713,0.954841881
IC21/IC31,860,-4.03763339,3.824295661,-1.055784842,-0.060442702,0.031304937,0.292054157,0.734963649
IC21/IC42,871,-1.201350799,3.135837661,-0.383103633,-0.021967198,0.027672845,0.701958386,0.941249491
IC22/IC23,883,1.780127306,4.256718293,0.418192416,0.023978084,0.027778736,0.676154306,0.941249491
IC22/IC24,884,-4.842605952,3.591093026,-1.348504736,-0.077111761,0.03392889,0.178678655,0.544346601
IC22/IC31,891,-0.429666852,3.680661204,-0.116736322,-0.006695137,0.027171101,0.907159824,0.971186178
IC22/IC37,897,-2.792812787,3.355606305,-0.832282614,-0.04768039,0.029724772,0.406019151,0.838287682
IC22/IC42,902,-6.329947658,3.316404211,-1.90867797,-0.108820096,0.040665856,0.057413273,0.385699424
IC22/IC44,904,-5.123098033,3.580439857,-1.430857167,-0.081790332,0.034779202,0.153681235,0.509677007
IC22/IC46,906,0.103074627,3.765110231,0.027376257,0.001570134,0.027122543,0.978180798,0.989511078
IC22/IC47,907,1.258515519,3.659366207,0.343916254,0.019721114,0.027565523,0.73118939,0.941249491
IC22/IC50,910,1.037933735,3.204972732,0.323851034,0.018570927,0.027515042,0.746313188,0.941249491
IC22/IC52,912,-1.729392754,3.058570522,-0.565425169,-0.032412319,0.028323788,0.572275982,0.923374751
IC22/IC53,913,-2.660988068,3.157325648,-0.842798103,-0.048281413,0.029790833,0.400122002,0.838287682
IC24/IC25,944,-3.478944721,3.007317334,-1.156826612,-0.066202999,0.032140014,0.248413175,0.699830666
IC24/IC30,949,1.58144437,3.415648327,0.462999764,0.0265455,0.027927399,0.643754828,0.941249491
IC24/IC36,955,2.934576457,3.791318694,0.774025265,0.044349713,0.029373659,0.439624536,0.846923738
IC24/IC37,956,-2.953480509,3.672745148,-0.804161571,-0.046072852,0.02955214,0.42204401,0.844390805
IC24/IC42,961,-5.231246673,3.179514148,-1.645297498,-0.09394693,0.037221443,0.101126201,0.436943961
IC24/IC47,966,0.71889776,3.805217378,0.188924229,0.010834912,0.027254289,0.850300732,0.971186178
IC25/IC29,976,-2.722169994,3.466333638,-0.785316787,-0.044995389,0.029439742,0.432988418,0.845218377
IC25/IC36,983,-8.525484034,3.746946013,-2.275315418,-0.129401103,0.046257631,0.023707629,0.334565203
IC25/IC37,984,-1.295422406,3.248755712,-0.398744172,-0.022863568,0.027718902,0.690411532,0.941249491
IC25/IC41,988,-4.830555661,3.523985784,-1.370764798,-0.078376906,0.034153907,0.1716396,0.535399766
IC25/IC42,989,-3.099133271,2.642831707,-1.172656308,-0.067104851,0.032277613,0.242015244,0.696791142
IC25/IC46,993,0.298242084,3.951979033,0.075466515,0.004328261,0.027141192,0.939902022,0.981092947
IC25/IC48,995,-7.591032859,3.47811206,-2.182515321,-0.124206525,0.044756086,0.02997352,0.334565203
IC26/IC30,1004,4.600479045,3.288091121,1.399133685,0.079988694,0.034445859,0.162973964,0.527150353
IC26/IC35,1009,-0.521056538,4.571863525,-0.113970274,-0.006536504,0.027168695,0.909349996,0.971186178
IC26/IC43,1017,-1.896880814,3.889356665,-0.487710688,-0.02796119,0.028015833,0.626168957,0.941249491
IC27/IC33,1033,-1.338346771,4.043393299,-0.330995941,-0.018980499,0.02753267,0.740916217,0.941249491
IC27/IC40,1040,-7.76231659,3.83227027,-2.025513871,-0.115395126,0.04234826,0.043844055,0.337857132
IC27/IC48,1048,15.38243521,3.852994567,3.992332442,0.223199541,0.083725315,8.53E-05,0.022361164
IC27/IC52,1052,-8.229575493,3.927461348,-2.095393121,-0.119320454,0.043399254,0.037110945,0.334565203
IC28/IC34,1059,-1.638631543,3.365621719,-0.486873357,-0.027913221,0.028012761,0.626761443,0.941249491
IC28/IC37,1062,3.677228055,3.810701226,0.964974118,0.055260493,0.030618415,0.335461393,0.780768805
IC28/IC42,1067,1.409346626,4.008815506,0.351561858,0.020159358,0.027585555,0.725453821,0.941249491
IC28/IC43,1068,2.260923674,3.534024566,0.639758901,0.036668014,0.028660651,0.522897032,0.919456526
IC28/IC44,1069,0.81804213,3.227134776,0.253488679,0.014537037,0.027361959,0.800092487,0.961579044
IC28/IC45,1070,4.676697614,4.444967344,1.052133177,0.060234407,0.031276159,0.293722869,0.734963649
IC28/IC46,1071,2.110153117,3.039164245,0.694320197,0.039790457,0.028934182,0.488106157,0.900590233
IC29/IC33,1082,0.569662558,3.199123022,0.17806835,0.010212388,0.02723927,0.858809032,0.971186178
IC29/IC38,1087,1.274301149,3.486046027,0.365543409,0.020960746,0.027623325,0.715005323,0.941249491
IC29/IC43,1092,8.37497648,3.668877964,2.282707837,0.129814449,0.046379724,0.023261619,0.334565203
IC29/IC44,1093,-0.532988585,3.593848017,-0.148305822,-0.008505615,0.027202649,0.882217266,0.971186178
IC29/IC45,1094,-1.525286006,2.879406626,-0.529722337,-0.030367648,0.028176691,0.596759995,0.936234243
IC29/IC46,1095,3.021364269,3.65765291,0.826039087,0.047323511,0.029685937,0.409545127,0.838287682
IC29/IC50,1099,-2.438424714,4.236578604,-0.57556461,-0.032992923,0.028367303,0.565411163,0.923374751
IC29/IC52,1101,-8.270193006,4.062404002,-2.035787923,-0.115972594,0.042500691,0.042793333,0.337857132
IC30/IC37,1109,3.273657224,4.095695703,0.799292101,0.045794452,0.029522844,0.424856294,0.844390805
IC30/IC43,1115,3.092972376,3.491616905,0.885828102,0.050740282,0.030069702,0.376535051,0.822101528
IC30/IC47,1119,1.419575001,3.574375041,0.397153344,0.0227724,0.027714133,0.691582733,0.941249491
IC30/IC48,1120,2.208152729,3.763272001,0.586764052,0.033634186,0.028416262,0.557875247,0.921749917
IC30/IC50,1122,10.07266075,3.570459713,2.821110321,0.159724503,0.056232613,0.005157862,0.26685986
IC31/IC33,1127,0.568439817,3.784342839,0.15020833,0.008614719,0.02720479,0.880717617,0.971186178
IC31/IC43,1137,-0.338135072,3.500141702,-0.096606109,-0.005540655,0.027154908,0.923114204,0.971744545
IC31/IC50,1144,4.234608417,3.700406657,1.144362987,0.065492806,0.032032963,0.253533692,0.701582075
IC32/IC33,1148,2.050107378,3.377099035,0.607061669,0.03479629,0.028507385,0.544343852,0.920363327
IC32/IC37,1152,1.072273999,4.113884597,0.260647564,0.014947493,0.027375831,0.794572221,0.959345262
IC32/IC42,1157,-0.910322572,4.427335845,-0.205614077,-0.011791956,0.027279112,0.837254524,0.971186178
IC32/IC48,1163,1.495768973,3.219713804,0.464565817,0.026635224,0.027932868,0.642634212,0.941249491
IC32/IC50,1165,1.183252109,3.538963585,0.334349897,0.019172757,0.027541078,0.738387173,0.941249491
IC32/IC51,1166,1.23953321,3.733540826,0.331999372,0.019038019,0.027535177,0.740159285,0.941249491
IC32/IC52,1167,-0.435846761,4.009699182,-0.108698119,-0.006234144,0.027164269,0.913526423,0.971186178
IC32/IC53,1168,0.385236559,3.555432253,0.10835154,0.006214267,0.027163985,0.913801058,0.971186178
IC33/IC34,1169,-4.86414337,2.998884332,-1.621984322,-0.092627244,0.036940066,0.106028055,0.436943961
IC33/IC35,1170,-1.669286693,3.370402015,-0.495278215,-0.0283947,0.028043831,0.620825305,0.941249491
IC33/IC36,1171,0.740324188,3.323207138,0.222774012,0.012775923,0.027306822,0.823887659,0.971186178
IC34/IC35,1189,-1.890502174,3.224031985,-0.586378232,-0.033612095,0.02841456,0.558134039,0.921749917
IC34/IC37,1191,6.530859994,4.206082073,1.552718154,0.088703448,0.036126827,0.121716271,0.442911986
IC34/IC42,1196,0.527423234,4.074617706,0.129441158,0.007423755,0.027182894,0.897109437,0.971186178
IC34/IC44,1198,-2.779252332,3.537043288,-0.785755815,-0.045020492,0.02944233,0.432731581,0.845218377
IC34/IC45,1199,0.627068205,3.750207292,0.167208945,0.00958965,0.027225134,0.867336628,0.971186178
IC34/IC46,1200,5.631488462,3.471801831,1.622065065,0.092631815,0.036941034,0.106010756,0.436943961
IC34/IC47,1201,3.376074153,4.190525187,0.805644639,0.04615764,0.029561098,0.421189673,0.844390805
IC34/IC52,1206,6.211377904,3.992095907,1.555919008,0.088884863,0.036163655,0.120953147,0.442911986
IC35/IC37,1209,5.074432515,4.238666154,1.197176737,0.068501507,0.032494369,0.232336495,0.676525522
IC35/IC42,1214,4.016522629,4.054181232,0.990711169,0.056729676,0.030806816,0.32275486,0.770633532
IC36/IC38,1227,-2.119878705,3.38132699,-0.626936913,-0.035934075,0.028599596,0.531254966,0.920363327
IC36/IC43,1232,8.737898769,3.69050165,2.367672365,0.13456032,0.0478091,0.01863849,0.334565203
IC36/IC44,1233,-3.791875817,3.557693156,-1.0658243,-0.061015322,0.031384559,0.287499467,0.734963649
IC36/IC45,1234,-4.685818157,3.228871069,-1.45122492,-0.082946634,0.034997036,0.147932042,0.496899936
IC36/IC46,1235,5.585127884,3.446059029,1.620729023,0.092556171,0.036925025,0.106297281,0.436943961
IC36/IC47,1236,-1.26778619,3.190256889,-0.397393136,-0.022786142,0.027714851,0.691406146,0.941249491
IC36/IC48,1237,10.11688485,3.388437187,2.985708246,0.168785275,0.059612136,0.003101143,0.26685986
IC36/IC49,1238,-2.178290695,3.452218423,-0.630982872,-0.036165675,0.028618729,0.528610292,0.920363327
IC36/IC52,1241,4.675204391,4.092817429,1.142294879,0.065374953,0.032015309,0.254390447,0.701582075
IC37/IC49,1254,5.877333588,3.62469923,1.621467939,0.092598007,0.036933877,0.106138739,0.436943961
IC37/IC50,1255,-5.634563891,2.751359124,-2.047920187,-0.116654354,0.042681622,0.041580218,0.337857132
IC37/IC52,1257,-6.400585577,2.315233898,-2.764552464,-0.156601646,0.055110246,0.006111294,0.26685986
IC38/IC39,1259,-8.171579277,3.775267949,-2.164503126,-0.123197077,0.044471354,0.031343176,0.334565203
IC38/IC46,1266,1.762860962,3.432413627,0.513592228,0.029443763,0.028113366,0.607976662,0.93752746
IC38/IC50,1270,2.728210797,3.845690559,0.70942026,0.040654404,0.029013807,0.47870433,0.895860961
IC39/IC42,1276,-2.927712591,3.104206301,-0.943143692,-0.054014034,0.030462442,0.346489735,0.793214219
IC40/IC50,1297,-1.011480736,3.770476899,-0.268263343,-0.015384137,0.027391012,0.788710985,0.958212008
IC40/IC52,1299,-8.017718289,4.301304672,-1.864020082,-0.106303114,0.04004771,0.063454654,0.394461683
IC41/IC43,1302,8.699586905,3.521435104,2.470466344,0.140289709,0.049602166,0.014140813,0.334565203
IC41/IC45,1304,-2.132259825,3.513701496,-0.606841482,-0.034783684,0.02850638,0.544489754,0.920363327
IC41/IC48,1307,6.262249705,3.375913452,1.85497934,0.105793314,0.039924256,0.064739895,0.394461683
IC41/IC49,1308,8.887772512,3.5306338,2.517330603,0.142897131,0.050442589,0.012431362,0.334565203
IC42/IC47,1317,0.977153572,2.766326167,0.353231511,0.02025506,0.027589989,0.724203327,0.941249491
IC42/IC49,1319,4.867747555,4.407006097,1.104547497,0.063223405,0.031698601,0.270384752,0.708408051
IC43/IC51,1331,-5.358144744,3.38880333,-1.581131811,-0.090313537,0.036456298,0.115073028,0.436943961
IC43/IC53,1333,-2.815285748,3.398150668,-0.828475846,-0.047462798,0.029701059,0.408166815,0.838287682
IC44/IC49,1338,4.20013122,4.195271202,1.001158451,0.057325948,0.030884686,0.317688256,0.770633532
IC44/IC50,1339,2.560916399,3.900552503,0.656552218,0.037629183,0.028742473,0.512054046,0.916531186
IC45/IC48,1345,5.090177838,3.408024219,1.493586169,0.085350457,0.035459625,0.136505748,0.476860081
IC46/IC48,1352,6.393498036,3.532110411,1.810107073,0.103261778,0.039319936,0.07144263,0.402214613
IC46/IC49,1353,5.930485727,3.608617892,1.643423024,0.09384084,0.037198677,0.101513495,0.436943961
IC46/IC51,1355,-3.209438987,2.880558277,-1.114172559,-0.063772105,0.031778366,0.266242024,0.708408051
IC47/IC50,1360,0.004414094,3.085659848,0.001430519,8.20E-05,0.027119725,0.998859717,0.998859717
