Connectivity,Predictor,Beta,SE,tValue,rValue,R2,Pvalue,adjPvalue
IC1/IC6,5,2.25457294474871,5.69282696671513,0.396037497350748,0.0227084509323369,0.0947891438673674,0.692444509635555,0.925614599614875
IC1/IC7,6,-11.7457509816945,6.03865193368274,-1.94509488387274,-0.110871059891248,0.10883116341162,0.0529823445246303,0.394172957771689
IC1/IC22,21,5.48445678841256,7.05922535268174,0.776920485521696,0.044515274228982,0.0965428535170049,0.438003984355357,0.794341023150824
IC1/IC30,29,-5.7809772029973,6.47523542338069,-0.892782551522904,-0.0511375958555193,0.0973001357879696,0.372906771266116,0.732074647730516
IC1/IC32,31,-0.914272353123211,6.81259491361609,-0.134203246298395,-0.00769685606220121,0.0942427730892568,0.893359217925328,0.96777945822882
IC1/IC40,39,-12.4013853823745,6.56580403249131,-1.8887839662904,-0.107699097170156,0.108007445406234,0.0601790775223952,0.394172957771689
IC1/IC42,41,-5.73747798710544,5.43657551028336,-1.05534779683514,-0.0604177727917798,0.0985371175359538,0.292373588402334,0.691895850402448
IC1/IC48,47,9.48653218422587,6.76912880182082,1.40144063763037,0.0801197372076376,0.10184147914516,0.162430287778693,0.601063326620818
IC2/IC6,56,6.97857636536047,5.56162180606914,1.25477362695627,0.0717805625811654,0.100330502034625,0.210834478453001,0.620658801738048
IC2/IC8,58,8.5254762564352,6.01642595090083,1.4170333560174,0.0810053485120797,0.102011611115693,0.157826290091667,0.601063326620818
IC2/IC9,59,15.8487313751825,6.37862998307601,2.48466072138263,0.141079763174107,0.117850050813122,0.0136802931630283,0.199124267150745
IC2/IC19,69,10.6191409696453,5.78196294805996,1.83659789331725,0.104756543209133,0.107264364910595,0.0675598155561925,0.411643527342382
IC2/IC21,71,6.40853068113728,6.06155446906817,1.05724211732151,0.0605258241126114,0.0985527268272793,0.291510267231223,0.691895850402448
IC2/IC22,72,5.89453414428696,5.61842957521741,1.04914265906036,0.0600638192370055,0.0984861791737565,0.295213623885939,0.691895850402448
IC2/IC23,73,8.70132324825859,6.50897487402316,1.33681930206628,0.076447473588477,0.101155810387384,0.182602402926286,0.601063326620818
IC2/IC25,75,3.70200564691916,5.45421563147505,0.67874207714776,0.0388990646821907,0.0959825963792278,0.497983681025182,0.820286257038098
IC2/IC27,77,-4.79715948383297,5.81995742583306,-0.824260236430562,-0.0472218285396092,0.0968397226582488,0.410645658822854,0.768494018654198
IC2/IC32,82,-0.810296507320334,7.02900418340183,-0.115278990619148,-0.00661155904885791,0.0942241814657616,0.908324570147024,0.96777945822882
IC2/IC40,90,-17.8241796396858,6.21774925098112,-2.86666105695292,-0.162236121340728,0.125420002603097,0.00453316380223617,0.148271668772881
IC2/IC46,96,-1.57347324659579,6.04026619686734,-0.260497334937297,-0.0149388795816304,0.094439021725028,0.794713239719828,0.938215801712313
IC3/IC4,104,-2.15713659835678,7.12804184480172,-0.302626814674204,-0.0173542243258434,0.0945323916944273,0.762447788017435,0.931355585919569
IC3/IC6,106,2.37249703678699,5.15518694120938,0.460215519600617,0.0263859802699678,0.0950052219017773,0.645796312011021,0.902690318949759
IC3/IC7,107,0.500380380457818,6.38857546059386,0.0783242498338283,0.00449215848845735,0.0941960064553666,0.937638226098651,0.982644860951387
IC3/IC19,119,6.96696303279537,5.36433131158847,1.29875703570821,0.0742830268493464,0.100766627778915,0.195327900702416,0.601063326620818
IC3/IC22,122,2.05193234148209,6.55861795076596,0.312860477144038,0.0179408909263349,0.0945571779245431,0.754670162468021,0.931355585919569
IC3/IC26,126,2.13765613738612,7.79770700337108,0.274139068890634,0.0157210108325104,0.0944677279500122,0.784223800561755,0.938203816197169
IC3/IC30,130,6.3245765615213,6.46607573039223,0.978116685487328,0.0560107733503573,0.0979241377737011,0.329044293850691,0.710416015072347
IC3/IC35,135,-8.37134057514525,7.65011941790868,-1.0942758037931,-0.0626377794773928,0.0988633967595179,0.274978698010202,0.686137322654029
IC3/IC40,140,-16.7568215649692,5.78992126588698,-2.8941363440807,-0.163749559304278,0.126000715950472,0.00416762126290833,0.148271668772881
IC3/IC41,141,-21.7009488578266,6.00285513659329,-3.61510454009426,-0.203022411599087,0.142875102269886,0.000368857634365548,0.0483203501018868
IC3/IC49,149,13.4260963943046,9.19170323585907,1.46067557337209,0.0834830459782309,0.102497443474057,0.14546918342103,0.601063326620818
IC4/IC7,156,-7.05363419443068,5.31357249755262,-1.32747491403938,-0.0759161950300208,0.101059255363355,0.185667732465866,0.601063326620818
IC4/IC8,157,-1.24196814870941,6.00640598438155,-0.206773926361104,-0.0118584641399901,0.0943402024257977,0.836369356816791,0.966474306392436
IC4/IC27,176,-11.1222829124131,6.89737033945002,-1.61253961510496,-0.0920924689441017,0.104298276217726,0.108215829276508,0.506295486972233
IC4/IC40,189,-19.3732773586149,6.27573080144746,-3.087015356705,-0.174340975441902,0.130210129200056,0.00226997519345122,0.118946700136844
IC4/IC48,197,9.02013920346041,7.4413399316149,1.21216599246298,0.0693550801254838,0.0999219612161059,0.226692568534944,0.637750431864834
IC5/IC6,203,9.49643589723783,4.42243518537359,2.14733184301843,0.122234398424903,0.11197494956206,0.0328127196279878,0.302095383963141
IC5/IC7,204,13.0847703715621,5.17497534991052,2.52847008668136,0.143516471476449,0.118669616002339,0.0121266439807754,0.199124267150745
IC5/IC8,205,10.3672474763109,5.20619166999553,1.99133034921856,0.113472951715104,0.109524406584294,0.0476276724169356,0.379166903863218
IC5/IC19,216,7.31584438299796,4.51102036020706,1.62177152812987,0.0926151957471276,0.104413242615505,0.106222268107638,0.506004258985476
IC5/IC22,219,-1.60668512750354,5.56531365330624,-0.288696240246772,-0.0165555956460112,0.0944999740412236,0.773073861623459,0.93770996178401
IC5/IC32,229,-1.21915239156939,6.76419179084999,-0.180236224705892,-0.0103367041707265,0.094299767040821,0.857125822438309,0.96777945822882
IC5/IC40,237,-12.3800371732432,5.73750171743234,-2.15774003790339,-0.122817957158955,0.11214451981525,0.0319840388411023,0.302095383963141
IC6/IC42,286,4.02479907889757,5.33427307205464,0.754516880656675,0.0432340480681817,0.0964084151500616,0.451310748943031,0.794341023150824
IC7/IC8,298,7.21540614108172,7.65301894307217,0.942818277957276,0.0539954521430621,0.0976592220294167,0.346763128443178,0.713546377506493
IC7/IC9,299,17.7979417148257,6.1045545209905,2.91551851222354,0.164926567359117,0.126455939073856,0.00390199479859286,0.148271668772881
IC7/IC10,300,14.2746109231418,5.95037807985732,2.39894183723601,0.1363046307413,0.116283665989985,0.0172399059840724,0.225842768391349
IC7/IC11,301,8.95060827298928,6.0592367848501,1.47718410598649,0.0844198831458292,0.102684919841932,0.140994233172367,0.601063326620818
IC7/IC13,303,8.26671242039181,6.36330540636378,1.2991223731183,0.074303807146512,0.100770311464338,0.195202721589596,0.601063326620818
IC7/IC17,307,8.46451552340152,6.53486102110986,1.29528623425322,0.074085603739774,0.100731681974225,0.196520091250745,0.601063326620818
IC7/IC29,319,-5.64546292375507,5.81619823619615,-0.970644860180568,-0.0555842345234174,0.097867262268753,0.332744799072051,0.710416015072347
