Connectivity,Predictor,Beta,SE,tValue,rValue,R2,Pvalue,adjPvalue
IC6/IC13,257,-1.71636997770265,1.45253248760502,-1.18163964823441,-0.0676165781608094,0.0791169246363258,0.238513383820966,0.546032122828549
IC6/IC27,271,-0.956087710628245,1.40161455199332,-0.682133122311363,-0.0390931109892588,0.0755664707092384,0.495809843479892,0.733266956768588
IC6/IC29,273,-1.74016631723854,1.44894031707391,-1.20099240578297,-0.0687188070745017,0.079292068845829,0.230933170012471,0.546032122828549
IC6/IC30,274,-1.95643933579436,1.44799012110404,-1.35114135606302,-0.0772616326271242,0.0807450272365683,0.177917205677525,0.546032122828549
IC7/IC27,317,-0.531276692131495,1.75461782965803,-0.302787697213267,-0.0173634474019412,0.0741338552487897,0.762312843268184,0.928033026587355
IC15/IC25,647,-0.0911973501884097,1.44007784903818,-0.0633280695549339,-0.00363208993024526,0.0737970532428227,0.949557757123947,0.960955649655469
IC17/IC48,743,-4.14746646671612,1.5781891637717,-2.62799071361264,-0.149042127229288,0.0995848311739803,0.00914058670690396,0.125857946511583
IC20/IC25,822,-1.40165555086931,1.42367207832334,-0.984535394218057,-0.0563771691754646,0.0774919980266564,0.325839705743894,0.622910313390281
IC21/IC25,854,0.796161286698748,1.9045182744484,0.418038145068122,0.0239692435304014,0.0744527808083382,0.676291463386566,0.86073458976472
IC21/IC28,857,1.25184993213999,1.84274269553999,0.679340602011263,0.0389333144843953,0.075551914999344,0.497574006378685,0.733266956768588
IC22/IC48,908,-1.47345288677698,1.58028941290005,-0.932394329006474,-0.0534001816605598,0.0771107782884615,0.352065915796773,0.622910313390281
IC23/IC25,915,-0.0931434636360177,1.9006809057503,-0.0490053134927712,-0.0028106363879998,0.073790869944192,0.960955649655469,0.960955649655469
IC23/IC28,918,0.398314529224631,1.73909180444468,0.229035941752264,0.013134978944653,0.073983202645778,0.81903522384661,0.955541094487711
IC25/IC45,992,1.1432725039782,1.80831477418715,0.632230914826271,0.0362371143749393,0.0753152968956461,0.527835324437857,0.738969454212999
IC25/IC49,996,-1.82968622566685,1.59855300401783,-1.14458902586782,-0.065505686628027,0.0787893721387068,0.253514914170398,0.546032122828549
IC26/IC32,1006,-2.71168173645876,2.00625717370394,-1.35161223197147,-0.0772883976723113,0.0807498450745971,0.177766651352844,0.546032122828549
IC27/IC31,1031,-1.57713736290104,1.70521778721846,-0.92488911077667,-0.0529715530518052,0.0770575876429358,0.355948750508732,0.622910313390281
IC27/IC45,1045,-2.55751693145722,1.32842790056987,-1.92522072922444,-0.109751941526902,0.0878107136926584,0.055378644320578,0.221514577282312
IC28/IC36,1061,-2.79802414173062,1.12413831204205,-2.48903903706287,-0.141323404344324,0.0969949233961469,0.0134847799833839,0.125857946511583
IC28/IC41,1066,-0.232996918864136,1.54461272142319,-0.150844878869996,-0.00865122338383335,0.073869081715314,0.88022426402033,0.960955649655469
IC28/IC45,1070,2.32588285601595,1.95766070486128,1.18809293675881,0.0679841504590317,0.0791750186763076,0.235966322578306,0.546032122828549
IC32/IC35,1150,-1.29939270811751,1.65870326440009,-0.783378640414904,-0.0448845652268275,0.0761341712146382,0.43417396089005,0.715110053230671
IC33/IC41,1176,-3.56131266006358,1.69551133504685,-2.1004357720588,-0.119603500785935,0.0904325017238709,0.0367300066870566,0.171406697872931
IC34/IC45,1199,0.129842030945051,1.64271666085779,0.0790410385667182,0.00453326788594979,0.0738056503407963,0.937065570914472,0.960955649655469
IC38/IC41,1261,-3.60781887669842,1.63651962488135,-2.20456804907548,-0.125441890565582,0.0920909645820045,0.0284298926466534,0.159207398821259
IC41/IC49,1308,3.61342298205966,1.56224295650141,2.3129712104139,0.131505913431627,0.0938957847862775,0.0215671059379308,0.150969741565516
IC41/IC51,1310,3.51575768874939,1.40665679984277,2.49937133858263,0.141898266505137,0.0971831663189512,0.0131077139377074,0.125857946511583
IC42/IC45,1315,-0.926219775832622,1.62533948714135,-0.569862347626623,-0.0326664041489592,0.075028023273195,0.569301885805168,0.759069181073557
